ID do Colaborador;Cargo;Salário;Avaliação de Desempenho;Percentual de Bônus;Tempo de Empresa (anos);Data da Última Promoção;Data do Último Treinamento;Flag: Treinamento Antes da Admissão
EMP_03693;Auxiliar Administrativo;8436,39;2;0,0821;8,25;;2023-10-23;Não
EMP_03694;Coordenador de TI;8114,74;1;0,18760000000000002;8,97;;2024-11-07;Não
EMP_03695;Analista de Dados;7744,39;1;0,1531;13,54;2020-07-18;2024-02-29;Não
EMP_03696;Diretor de Operações;5369,83;5;0,0613;12,25;;2024-04-29;Não
EMP_03697;Gerente de RH;4856,51;1;0,10039999999999999;1,37;2025-06-17;;Não
EMP_03698;Coordenador de TI;6665,22;3;0,09939999999999999;0,9;;2023-10-01;Sim
EMP_03699;Diretor de Operações;7866,26;4;0,0852;9,58;;2025-04-07;Não
EMP_03700;Estagiário;5554,56;4;0,11789999999999999;6,72;2024-12-10;2025-06-02;Não
EMP_03701;Analista Financeiro;8130,34;1;0,1353;11,76;;;Não
EMP_03702;Coordenador de TI;8905,23;1;0,09759999999999999;14,1;;;Não
EMP_03703;Desenvolvedor Python;4167,36;4;0,0723;6,13;2024-10-07;2024-06-13;Não
EMP_03704;Diretor de Operações;4326,16;5;0,0713;7,85;;2024-09-07;Não
EMP_03705;Desenvolvedor Python;5719,25;5;0,0709;1,73;;;Não
EMP_03706;Analista Financeiro;6615,23;2;0,0737;1,51;2025-05-08;2024-10-13;Não
EMP_03707;Desenvolvedor Python;4950,87;1;0,08449999999999999;13,64;2019-12-08;2024-05-17;Não
EMP_03708;Engenheiro de Dados;8704,41;1;0,138;2,92;;2025-03-27;Não
EMP_03709;Consultor de BI;6848,13;4;0,0155;11,34;2021-08-22;2023-11-15;Não
EMP_03710;Auxiliar Administrativo;6078,89;2;0,08990000000000001;0,72;;;Não
EMP_03711;Desenvolvedor Python;3128,18;5;0,0462;5,86;;2023-09-23;Não
EMP_03712;Gerente de RH;3368,37;3;0,1307;5,07;;2025-02-19;Não
EMP_03713;Gerente de RH;6562,02;1;0,0932;14,68;2015-03-05;2024-12-30;Não
EMP_03714;Gerente de RH;1734,81;2;0,015600000000000001;5,67;2020-12-31;;Não
EMP_03715;Engenheiro de Dados;8025,27;4;0,0646;7,6;2023-02-09;2024-09-28;Não
EMP_03716;Desenvolvedor Python;5683,69;1;0,1739;2,03;;2023-12-28;Não
EMP_03717;Estagiário;12486,19;5;0,066;11,94;;2025-03-18;Não
EMP_03718;Desenvolvedor Python;10615,83;5;0,0943;8,23;;2025-03-29;Não
EMP_03719;Auxiliar Administrativo;5637,1;1;0,1436;1,26;2025-06-11;2024-11-03;Não
EMP_03720;Desenvolvedor Python;5787,33;3;0,1532;11,47;2023-10-23;2024-07-14;Não
EMP_03721;Consultor de BI;7991,16;4;0,10220000000000001;2,11;;2025-03-06;Não
EMP_03722;Desenvolvedor Python;9406,35;1;0,0318;10,88;;2025-04-22;Não
EMP_03723;Diretor de Operações;2723,94;4;0,1231;6,5;2020-03-03;2024-08-30;Não
EMP_03724;Gerente de RH;2427,25;3;0,1192;9,6;2017-11-14;2024-08-09;Não
EMP_03725;Diretor de Operações;4755,93;2;0,12279999999999999;6,81;2022-05-08;;Não
EMP_03726;Coordenador de TI;7165,48;4;0,10460000000000001;2,57;2024-10-08;2025-06-25;Não
EMP_03727;Auxiliar Administrativo;6993,75;3;0,1035;11,69;2018-03-14;2023-11-25;Não
EMP_03728;Coordenador de TI;8139,54;5;0,042;10,77;2019-12-04;2023-07-20;Não
EMP_03729;Analista Financeiro;3600,6;2;0,0536;4,41;;2024-10-03;Não
EMP_03730;Desenvolvedor Python;1500,0;4;0,0955;8,0;;2024-07-17;Não
EMP_03731;Auxiliar Administrativo;7716,03;4;0,050499999999999996;13,97;;2025-05-19;Não
EMP_03732;Analista de Dados;4343,61;5;0,2043;14,53;2012-07-14;;Não
EMP_03733;Auxiliar Administrativo;1963,02;4;0,10859999999999999;1,22;;2024-02-28;Sim
EMP_03734;Desenvolvedor Python;6290,13;3;0,107;11,14;;2023-08-22;Não
EMP_03735;Gerente de RH;7586,35;4;0,2213;3,94;2024-06-17;2024-02-06;Não
EMP_03736;Estagiário;5755,89;3;0,17129999999999998;12,53;;2024-08-06;Não
EMP_03737;Estagiário;5084,3;3;0,1127;2,18;;2024-01-01;Não
EMP_03738;Auxiliar Administrativo;5681,28;5;0,0279;9,02;;;Não
EMP_03739;Estagiário;5258,83;1;0,1152;12,22;;;Não
EMP_03740;Auxiliar Administrativo;3303,91;5;0,1317;11,35;2024-12-03;2024-01-30;Não
EMP_03741;Consultor de BI;4570,64;4;0,0;0,98;;2024-04-12;Sim
EMP_03742;Estagiário;7042,56;3;0,243;8,17;;2023-09-21;Não
EMP_03743;Coordenador de TI;6643,36;2;0,0146;7,87;;2024-09-02;Não
EMP_03744;Coordenador de TI;6336,12;1;0,037200000000000004;14,15;;2025-03-27;Não
EMP_03745;Desenvolvedor Python;4009,7;2;0,0827;10,91;2015-12-31;;Não
EMP_03746;Auxiliar Administrativo;5636,99;5;0,0823;13,67;2024-07-18;2023-09-15;Não
EMP_03747;Diretor de Operações;1645,87;4;0,1121;10,99;2018-12-29;;Não
EMP_03748;Estagiário;6356,95;2;0,125;0,76;;2024-10-01;Não
EMP_03749;Estagiário;8857,72;5;0,1106;4,43;;;Não
EMP_03750;Estagiário;3051,74;3;0,0695;6,84;;;Não
EMP_03751;Engenheiro de Dados;4828,14;5;0,1301;0,85;;2025-06-12;Não
EMP_03752;Engenheiro de Dados;6658,21;2;0,067;3,09;2023-07-15;2025-05-20;Não
EMP_03753;Desenvolvedor Python;8505,69;3;0,16440000000000002;7,89;2022-02-09;2023-08-01;Não
EMP_03754;Auxiliar Administrativo;5103,55;4;0,1519;2,6;2024-10-08;2024-06-26;Não
EMP_03755;Auxiliar Administrativo;4615,5;3;0,11779999999999999;5,56;;;Não
EMP_03756;Estagiário;2062,15;3;0,2378;12,46;2018-07-17;2024-06-28;Não
EMP_03757;Analista de Dados;6206,88;3;0,0981;1,94;2024-12-10;2024-03-12;Não
EMP_03758;Gerente de RH;10084,15;2;0,09140000000000001;6,98;;2023-12-17;Não
EMP_03759;Analista de Dados;6554,72;4;0,1809;2,4;;2024-11-23;Não
EMP_03760;Engenheiro de Dados;5955,44;2;0,061200000000000004;5,6;;2025-01-07;Não
EMP_03761;Auxiliar Administrativo;6644,16;3;0,0138;8,3;2019-12-20;2024-01-22;Não
EMP_03762;Diretor de Operações;5977,82;3;0,1407;11,41;2015-04-05;;Não
EMP_03763;Analista de Dados;4373,97;5;0,0647;15,3;;2023-09-23;Não
EMP_03764;Estagiário;7646,56;1;0,09570000000000001;1,6;;2024-06-12;Não
EMP_03765;Estagiário;6451,52;1;0,052199999999999996;14,44;2024-03-24;2024-10-16;Não
EMP_03766;Auxiliar Administrativo;6035,23;4;0,0398;11,38;2018-09-10;;Não
EMP_03767;Desenvolvedor Python;4049,27;3;0,1484;2,81;2024-06-26;;Não
EMP_03768;Desenvolvedor Python;8607,02;2;0,1753;12,83;;;Não
EMP_03769;Analista Financeiro;7329,41;4;0,1042;4,28;2023-12-18;2024-09-21;Não
EMP_03770;Desenvolvedor Python;4894,16;3;0,1143;5,62;;;Não
EMP_03771;Analista de Dados;8003,65;1;0,1039;13,21;2023-04-01;2023-12-24;Não
EMP_03772;Desenvolvedor Python;5004,86;2;0,0;12,23;2014-12-02;2025-03-11;Não
EMP_03773;Gerente de RH;4435,99;4;0,10949999999999999;7,65;2019-05-30;2025-06-28;Não
EMP_03774;Analista Financeiro;4480,59;5;0,0789;2,06;2024-07-04;2024-03-05;Não
EMP_03775;Analista Financeiro;2457,86;3;0,1201;3,94;2024-10-01;;Não
EMP_03776;Analista de Dados;6943,08;2;0,061399999999999996;4,16;2024-10-31;2023-12-14;Não
EMP_03777;Desenvolvedor Python;2337,71;4;0,0885;8,99;;;Não
EMP_03778;Analista de Dados;3543,11;1;0,0388;5,6;2025-06-24;2024-06-23;Não
EMP_03779;Coordenador de TI;1848,82;5;0,0897;10,65;2024-05-09;2025-01-08;Não
EMP_03780;Desenvolvedor Python;5827,86;1;0,0364;9,44;;2024-04-23;Não
EMP_03781;Estagiário;5699,36;5;0,0908;6,11;;2024-12-20;Não
EMP_03782;Auxiliar Administrativo;5346,61;3;0,0637;4,86;;;Não
EMP_03783;Coordenador de TI;3914,84;3;0,1549;7,81;;2023-07-08;Não
EMP_03784;Coordenador de TI;3655,53;5;0,0672;2,34;2024-05-05;;Não
EMP_03785;Analista de Dados;6928,74;2;0,0124;4,54;2024-08-01;2024-10-01;Não
EMP_03786;Engenheiro de Dados;4898,9;2;0,059699999999999996;6,49;2021-09-30;2023-12-20;Não
EMP_03787;Analista de Dados;6632,72;3;0,0745;13,68;;2024-02-02;Não
EMP_03788;Analista Financeiro;4229,5;1;0,030299999999999997;4,35;;2024-02-28;Não
EMP_03789;Coordenador de TI;6362,13;4;0,1427;11,65;2017-06-13;2024-08-23;Não
EMP_03790;Coordenador de TI;8606,56;5;0,0703;11,88;;;Não
EMP_03791;Analista Financeiro;7172,33;1;0,0707;14,4;2017-11-20;;Não
EMP_03792;Analista Financeiro;5175,17;4;0,08410000000000001;3,08;;;Não
EMP_03793;Gerente de RH;6514,4;1;0,17329999999999998;2,7;2024-09-19;2023-07-03;Não
EMP_03794;Engenheiro de Dados;5518,67;4;0,014499999999999999;2,75;;2024-12-28;Não
EMP_03795;Desenvolvedor Python;6015,76;5;0,0329;9,05;;;Não
EMP_03796;Coordenador de TI;5348,78;2;0,1709;1,58;2024-12-09;;Não
EMP_03797;Coordenador de TI;5671,33;3;0,1223;3,53;2023-04-14;;Não
EMP_03798;Desenvolvedor Python;6424,19;4;0,1409;4,48;2024-08-09;2024-05-21;Não
EMP_03799;Desenvolvedor Python;4013,28;2;0,0716;13,15;;;Não
EMP_03800;Diretor de Operações;3968,24;5;0,0885;5,56;2022-11-20;2024-08-04;Não
EMP_03801;Analista de Dados;3222,91;2;0,0746;11,66;;2024-09-29;Não
EMP_03802;Analista Financeiro;2799,46;5;0,10779999999999999;9,58;2018-01-27;;Não
EMP_03803;Analista de Dados;3565,43;1;0,0447;15,13;2013-10-08;;Não
EMP_03804;Consultor de BI;6318,93;5;0,13849999999999998;2,83;2025-06-26;2024-12-30;Não
EMP_03805;Analista Financeiro;4214,42;1;0,0259;14,52;2018-10-06;2025-06-12;Não
EMP_03806;Gerente de RH;7027,23;3;0,0316;6,35;;;Não
EMP_03807;Gerente de RH;6069,43;1;0,18309999999999998;7,41;2023-09-21;2024-11-03;Não
EMP_03808;Engenheiro de Dados;2062,99;2;0,030299999999999997;14,91;2017-01-23;;Não
EMP_03809;Diretor de Operações;7309,95;2;0,08449999999999999;9,02;;;Não
EMP_03810;Desenvolvedor Python;7621,6;4;0,1477;11,59;;2025-04-03;Não
EMP_03811;Diretor de Operações;4012,27;5;0,081;3,95;2024-06-14;2023-11-28;Não
EMP_03812;Coordenador de TI;6840,38;1;0,0501;15,34;2024-06-03;2024-06-18;Não
EMP_03813;Coordenador de TI;4287,0;3;0,09119999999999999;9,97;2021-06-01;2024-03-02;Não
EMP_03814;Estagiário;6195,34;5;0,09759999999999999;1,21;;2023-12-24;Sim
EMP_03815;Coordenador de TI;3471,0;5;0,15109999999999998;12,75;2019-01-18;;Não
EMP_03816;Auxiliar Administrativo;2413,79;5;0,18789999999999998;7,81;2019-07-27;2023-10-07;Não
EMP_03817;Auxiliar Administrativo;5234,37;2;0,1116;5,9;;2023-09-24;Não
EMP_03818;Diretor de Operações;5752,54;3;0,1752;11,57;;2024-04-16;Não
EMP_03819;Analista de Dados;5204,64;5;0,08810000000000001;1,82;;2025-04-03;Não
EMP_03820;Desenvolvedor Python;3631,94;2;0,1065;0,81;;2024-06-07;Sim
EMP_03821;Engenheiro de Dados;5200,2;1;0,0599;9,87;;;Não
EMP_03822;Diretor de Operações;6538,59;3;0,10550000000000001;13,27;2015-06-04;2023-08-30;Não
EMP_03823;Analista Financeiro;5910,21;1;0,053399999999999996;13,93;;2024-08-24;Não
EMP_03824;Analista de Dados;6365,0;2;0,09759999999999999;7,13;2023-12-01;2023-09-15;Não
EMP_03825;Estagiário;4659,77;2;0,1081;4,65;2022-06-16;;Não
EMP_03826;Coordenador de TI;8343,44;3;0,1433;14,55;;2024-09-10;Não
EMP_03827;Analista de Dados;3647,65;3;0,1267;8,75;;2023-12-16;Não
EMP_03828;Analista Financeiro;6975,12;1;0,18969999999999998;12,21;;2023-09-03;Não
EMP_03829;Desenvolvedor Python;8363,78;2;0,1295;4,38;2022-06-19;2023-10-17;Não
EMP_03830;Diretor de Operações;6961,82;5;0,1343;4,14;2023-02-20;;Não
EMP_03831;Desenvolvedor Python;5594,95;2;0,16579999999999998;14,63;;2024-05-11;Não
EMP_03832;Estagiário;4943,41;1;0,1012;1,35;;;Não
EMP_03833;Engenheiro de Dados;8072,18;5;0,081;3,11;;2023-12-04;Não
EMP_03834;Engenheiro de Dados;3154,05;5;0,1259;8,86;2019-04-13;2024-10-14;Não
EMP_03835;Gerente de RH;4059,75;2;0,08259999999999999;8,47;;;Não
EMP_03836;Consultor de BI;5204,88;3;0,1664;1,13;2025-06-01;2024-04-18;Sim
EMP_03837;Diretor de Operações;8475,31;3;0,09300000000000001;12,88;2023-08-25;2025-06-11;Não
EMP_03838;Auxiliar Administrativo;6759,54;1;0,0;10,71;2023-06-07;;Não
EMP_03839;Engenheiro de Dados;4063,91;5;0,1368;0,84;;;Não
EMP_03840;Auxiliar Administrativo;5379,38;4;0,09119999999999999;9,86;2024-04-04;2024-11-30;Não
EMP_03841;Analista de Dados;4771,35;3;0,073;5,48;2023-06-14;2023-11-09;Não
EMP_03842;Auxiliar Administrativo;4580,42;2;0,10060000000000001;7,53;;2023-08-17;Não
EMP_03843;Analista Financeiro;7957,78;4;0,0634;5,98;;2024-02-08;Não
EMP_03844;Coordenador de TI;3256,51;5;0,0579;7,32;;2024-10-21;Não
EMP_03845;Consultor de BI;9217,56;2;0,0877;5,22;;;Não
EMP_03846;Auxiliar Administrativo;7656,46;1;0,1606;1,57;;2023-10-02;Sim
EMP_03847;Consultor de BI;8181,72;5;0,0993;7,84;;2025-06-13;Não
EMP_03848;Consultor de BI;5074,12;2;0,1177;12,64;;2023-10-17;Não
EMP_03849;Analista Financeiro;5700,12;2;0,1009;1,89;;2023-09-19;Não
EMP_03850;Coordenador de TI;3133,7;3;0,0478;14,22;2024-08-03;2024-10-24;Não
EMP_03851;Desenvolvedor Python;4950,68;3;0,057999999999999996;13,47;;2025-03-10;Não
EMP_03852;Gerente de RH;6987,31;1;0,0302;14,29;2024-10-10;2023-11-03;Não
EMP_03853;Consultor de BI;8592,13;3;0,10550000000000001;2,31;;2024-03-29;Não
EMP_03854;Desenvolvedor Python;3785,69;4;0,0848;9,32;2020-05-06;2023-07-05;Não
EMP_03855;Analista Financeiro;5268,99;2;0,1439;12,02;;2024-12-31;Não
EMP_03856;Desenvolvedor Python;5697,4;2;0,09;15,21;2024-07-11;2023-12-15;Não
EMP_03857;Diretor de Operações;3208,42;3;0,057800000000000004;13,67;2019-12-21;2023-10-22;Não
EMP_03858;Estagiário;7182,7;2;0,1588;5,82;;2024-05-01;Não
EMP_03859;Analista Financeiro;4552,02;4;0,0967;7,96;2023-06-01;;Não
EMP_03860;Auxiliar Administrativo;5609,22;4;0,09820000000000001;10,85;;;Não
EMP_03861;Coordenador de TI;5096,1;2;0,12029999999999999;5,43;;2025-05-17;Não
EMP_03862;Diretor de Operações;4421,32;4;0,0574;9,98;2018-08-17;2025-06-17;Não
EMP_03863;Desenvolvedor Python;5985,91;2;0,09939999999999999;4,89;;;Não
EMP_03864;Coordenador de TI;5568,78;2;0,0911;1,4;;2024-04-18;Não
EMP_03865;Analista Financeiro;5256,28;3;0,11380000000000001;6,77;2024-05-29;2024-03-29;Não
EMP_03866;Consultor de BI;4543,08;3;0,0836;3,92;2023-04-13;2023-07-14;Não
EMP_03867;Diretor de Operações;6639,05;1;0,1465;15,07;2013-01-14;2023-09-20;Não
EMP_03868;Desenvolvedor Python;9307,23;2;0,0823;6,62;;2024-08-29;Não
EMP_03869;Diretor de Operações;6279,77;5;0,0241;8,98;2022-12-23;;Não
EMP_03870;Diretor de Operações;7992,24;2;0,0253;10,57;;2025-03-09;Não
EMP_03871;Analista de Dados;3219,56;2;0,0757;0,77;;2025-05-24;Não
EMP_03872;Estagiário;6315,52;1;0,0541;7,48;2020-07-22;;Não
EMP_03873;Consultor de BI;3805,26;1;0,0271;4,65;;2024-10-08;Não
EMP_03874;Auxiliar Administrativo;3046,15;4;0,1582;15,13;2021-08-06;;Não
EMP_03875;Analista de Dados;4521,26;1;0,046900000000000004;3,69;;;Não
EMP_03876;Engenheiro de Dados;8383,8;1;0,04190000000000001;10,36;;;Não
EMP_03877;Diretor de Operações;7900,03;4;0,053399999999999996;10,36;;2024-02-11;Não
EMP_03878;Consultor de BI;6486,01;2;0,1304;12,65;;2024-12-06;Não
EMP_03879;Analista de Dados;2934,6;3;0,056100000000000004;0,92;;2023-11-06;Sim
EMP_03880;Coordenador de TI;5607,44;3;0,1103;9,53;2022-01-07;2024-05-19;Não
EMP_03881;Estagiário;6603,4;2;0,0837;8,95;2020-02-01;2024-06-23;Não
EMP_03882;Analista Financeiro;6351,07;2;0,153;3,99;2022-07-20;;Não
EMP_03883;Analista de Dados;2312,41;2;0,1537;8,74;;;Não
EMP_03884;Coordenador de TI;4219,36;4;0,0966;10,29;;2023-10-10;Não
EMP_03885;Analista Financeiro;5871,84;2;0,11699999999999999;11,3;2020-10-31;2024-11-10;Não
EMP_03886;Estagiário;7072,58;5;0,1592;9,85;2022-10-09;2023-09-28;Não
EMP_03887;Desenvolvedor Python;1607,74;5;0,16510000000000002;11,32;;2023-07-11;Não
EMP_03888;Desenvolvedor Python;5675,75;1;0,08;5,48;2021-03-26;;Não
EMP_03889;Coordenador de TI;6286,1;2;0,0558;1,95;;2023-12-21;Não
EMP_03890;Consultor de BI;7699,22;2;0,10779999999999999;3,81;;2025-06-01;Não
EMP_03891;Auxiliar Administrativo;7385,72;2;0,026099999999999998;3,98;2025-03-20;2024-04-22;Não
EMP_03892;Consultor de BI;7165,14;2;0,1821;15,19;;2023-12-19;Não
EMP_03893;Desenvolvedor Python;4400,12;1;0,1121;4,67;2024-10-10;2023-12-11;Não
EMP_03894;Estagiário;2184,0;3;0,0111;1,46;;2024-04-27;Não
EMP_03895;Consultor de BI;5213,89;3;0,06860000000000001;3,53;;2024-06-26;Não
EMP_03896;Auxiliar Administrativo;8003,26;2;0,0812;6,9;;2024-07-14;Não
EMP_03897;Engenheiro de Dados;8786,91;4;0,11380000000000001;11,36;2016-01-09;;Não
EMP_03898;Diretor de Operações;7421,1;4;0,1073;3,94;;2024-10-08;Não
EMP_03899;Desenvolvedor Python;6858,68;3;0,1674;12,36;;2024-01-29;Não
EMP_03900;Desenvolvedor Python;6759,28;2;0,052000000000000005;1,99;2025-05-21;2024-07-18;Não
EMP_03901;Gerente de RH;4887,76;3;0,08070000000000001;3,58;;;Não
EMP_03902;Diretor de Operações;5739,88;5;0,096;8,93;;;Não
EMP_03903;Auxiliar Administrativo;9338,14;2;0,1602;13,28;2025-04-25;2023-08-19;Não
EMP_03904;Desenvolvedor Python;4114,88;3;0,0636;14,66;;2025-05-31;Não
EMP_03905;Auxiliar Administrativo;9229,56;2;0,0392;2,3;2024-04-08;;Não
EMP_03906;Auxiliar Administrativo;5355,94;1;0,1139;6,41;;2025-04-28;Não
EMP_03907;Analista Financeiro;8650,86;4;0,2238;6,97;;2023-12-10;Não
EMP_03908;Desenvolvedor Python;3186,37;2;0,113;4,99;2024-01-18;2024-07-22;Não
EMP_03909;Engenheiro de Dados;7171,81;3;0,086;11,6;;2025-01-02;Não
EMP_03910;Analista Financeiro;4526,46;5;0,037000000000000005;14,96;2018-12-23;;Não
EMP_03911;Diretor de Operações;3169,47;5;0,1128;5,37;2022-10-13;2024-07-22;Não
EMP_03912;Estagiário;6437,07;2;0,1106;9,4;2017-06-30;2024-12-01;Não
EMP_03913;Auxiliar Administrativo;8018,94;5;0,0291;14,98;;2024-12-06;Não
EMP_03914;Coordenador de TI;4310,12;2;0,0873;3,93;;2023-07-26;Não
EMP_03915;Coordenador de TI;3001,97;4;0,1371;13,41;2018-12-09;2024-09-01;Não
EMP_03916;Analista Financeiro;5816,31;1;0,0259;11,58;2020-03-24;2025-02-02;Não
EMP_03917;Desenvolvedor Python;5825,13;1;0,1298;15,06;;2024-02-10;Não
EMP_03918;Coordenador de TI;7096,64;1;0,0441;8,98;;;Não
EMP_03919;Analista Financeiro;7899,19;5;0,1259;1,07;;2023-12-03;Sim
EMP_03920;Diretor de Operações;5881,17;3;0,16879999999999998;7,81;2018-12-29;;Não
EMP_03921;Estagiário;9711,01;4;0,1429;10,81;2016-08-12;;Não
EMP_03922;Diretor de Operações;6448,47;5;0,061200000000000004;9,58;2017-10-11;;Não
EMP_03923;Desenvolvedor Python;5307,15;5;0,1838;11,25;;2025-05-09;Não
EMP_03924;Consultor de BI;2776,87;1;0,1241;5,44;2021-10-21;2023-10-21;Não
EMP_03925;Desenvolvedor Python;5474,68;4;0,07980000000000001;12,84;;;Não
EMP_03926;Gerente de RH;5327,23;4;0,2057;10,05;2019-05-02;2024-08-02;Não
EMP_03927;Diretor de Operações;7920,61;2;0,081;10,87;2016-11-19;;Não
EMP_03928;Estagiário;6924,97;1;0,18600000000000003;13,24;;2025-01-02;Não
EMP_03929;Gerente de RH;3641,26;2;0,09849999999999999;9,38;;2024-12-09;Não
EMP_03930;Engenheiro de Dados;6344,51;5;0,0363;14,88;;2024-08-21;Não
EMP_03931;Engenheiro de Dados;7343,06;2;0,09849999999999999;13,39;;2024-12-25;Não
EMP_03932;Analista de Dados;9056,06;4;0,0964;9,09;2019-05-19;2024-01-22;Não
EMP_03933;Engenheiro de Dados;7775,01;2;0,0141;14,09;2017-09-16;;Não
EMP_03934;Gerente de RH;7521,69;4;0,1955;4,08;2025-05-16;2024-12-06;Não
EMP_03935;Auxiliar Administrativo;6120,17;5;0,1056;7,01;;2024-06-29;Não
EMP_03936;Gerente de RH;6776,62;3;0,039;8,98;2018-06-21;2025-02-05;Não
EMP_03937;Engenheiro de Dados;8499,01;2;0,1336;6,36;;;Não
EMP_03938;Desenvolvedor Python;3334,45;1;0,08900000000000001;4,24;;;Não
EMP_03939;Gerente de RH;5301,12;4;0,0955;5,92;;2023-09-22;Não
EMP_03940;Analista de Dados;4454,86;1;0,0904;11,15;;2024-03-17;Não
EMP_03941;Consultor de BI;6758,31;4;0,1613;5,33;;2025-05-04;Não
EMP_03942;Consultor de BI;8460,44;1;0,156;12,67;2022-06-06;;Não
EMP_03943;Coordenador de TI;4806,05;1;0,09029999999999999;4,68;2024-04-14;2024-05-20;Não
EMP_03944;Auxiliar Administrativo;1500,0;4;0,0696;11,85;;2023-08-26;Não
EMP_03945;Engenheiro de Dados;5175,56;1;0,0832;0,67;;2024-02-29;Sim
EMP_03946;Engenheiro de Dados;7826,95;3;0,0556;4,53;;2025-06-18;Não
EMP_03947;Coordenador de TI;7075,26;1;0,0986;4,71;;2024-03-17;Não
EMP_03948;Consultor de BI;6856,37;3;0,0398;6,91;2022-07-22;2025-05-08;Não
EMP_03949;Analista de Dados;5440,01;2;0,0492;4,55;;;Não
EMP_03950;Auxiliar Administrativo;3441,94;2;0,0594;6,84;2021-07-14;;Não
EMP_03951;Analista Financeiro;7030,59;4;0,1097;3,2;2024-08-17;2023-11-18;Não
EMP_03952;Diretor de Operações;4331,44;4;0,1543;11,46;2023-05-31;2023-09-16;Não
EMP_03953;Desenvolvedor Python;10368,19;1;0,0837;11,09;;2024-09-26;Não
EMP_03954;Consultor de BI;7141,01;2;0,042800000000000005;2,12;;2025-03-17;Não
EMP_03955;Gerente de RH;4838,7;5;0,0643;2,43;2025-02-28;2024-07-03;Não
EMP_03956;Analista Financeiro;4777,23;2;0,0395;2,85;2024-01-20;2023-08-08;Não
EMP_03957;Analista de Dados;5814,11;2;0,2327;5,94;;2024-08-23;Não
EMP_03958;Analista Financeiro;5521,0;2;0,0975;7,65;2022-01-30;;Não
EMP_03959;Estagiário;8233,67;5;0,0463;11,95;;;Não
EMP_03960;Desenvolvedor Python;6372,83;4;0,057300000000000004;0,84;;2024-06-11;Sim
EMP_03961;Gerente de RH;4536,74;5;0,0858;10,86;;2025-01-19;Não
EMP_03962;Analista Financeiro;9780,88;5;0,0044;3,81;;2023-08-03;Não
EMP_03963;Analista de Dados;6098,62;5;0,1778;13,57;;2025-05-23;Não
EMP_03964;Analista de Dados;7537,68;2;0,1552;10,53;2021-12-06;;Não
EMP_03965;Coordenador de TI;4783,55;5;0,0588;6,81;;2024-09-11;Não
EMP_03966;Consultor de BI;6726,23;5;0,09759999999999999;7,66;;2024-08-14;Não
EMP_03967;Desenvolvedor Python;6622,22;5;0,1521;12,58;2020-01-13;2025-02-10;Não
EMP_03968;Gerente de RH;2220,7;1;0,04650000000000001;6,44;2021-07-23;2023-12-03;Não
EMP_03969;Analista de Dados;10030,55;5;0,113;10,53;;2024-05-12;Não
EMP_03970;Auxiliar Administrativo;8581,29;3;0,0779;4,02;2024-09-02;2023-09-06;Não
EMP_03971;Desenvolvedor Python;5205,61;1;0,1542;4,24;2023-08-11;;Não
EMP_03972;Auxiliar Administrativo;3795,46;1;0,0757;6,24;;;Não
EMP_03973;Coordenador de TI;6695,12;3;0,1564;14,88;;;Não
EMP_03974;Auxiliar Administrativo;6173,4;3;0,021099999999999997;8,44;2021-11-05;2024-11-08;Não
EMP_03975;Estagiário;6711,34;3;0,1025;10,93;;2025-06-13;Não
EMP_03976;Estagiário;6383,15;5;0,1491;7,62;;2025-05-04;Não
EMP_03977;Gerente de RH;7012,48;3;0,0109;14,32;2012-06-01;2024-11-17;Não
EMP_03978;Gerente de RH;8894,61;3;0,0187;12,94;;;Não
EMP_03979;Estagiário;7136,21;3;0,0;9,9;;2024-11-30;Não
EMP_03980;Engenheiro de Dados;3900,69;5;0,1578;10,53;2017-01-24;2024-04-01;Não
EMP_03981;Engenheiro de Dados;8725,13;2;0,058899999999999994;13,21;;2024-03-06;Não
EMP_03982;Coordenador de TI;9281,23;4;0,09029999999999999;13,02;;2025-03-08;Não
EMP_03983;Diretor de Operações;12304,11;5;0,0199;2,53;2024-10-04;;Não
EMP_03984;Auxiliar Administrativo;3753,01;1;0,0672;13,8;2013-06-20;;Não
EMP_03985;Diretor de Operações;6485,76;4;0,053200000000000004;4,42;2022-08-03;2024-06-30;Não
EMP_03986;Gerente de RH;1835,8;2;0,0882;1,53;2025-05-21;2023-07-02;Sim
EMP_03987;Estagiário;7106,3;5;0,051399999999999994;10,76;;2025-05-21;Não
EMP_03988;Coordenador de TI;4903,6;5;0,1313;11,61;;2023-12-10;Não
EMP_03989;Analista Financeiro;9846,89;5;0,17010000000000003;14,8;;2024-01-11;Não
EMP_03990;Auxiliar Administrativo;4450,77;4;0,158;14,51;;2023-07-26;Não
EMP_03991;Engenheiro de Dados;2621,63;4;0,0676;3,38;;2023-07-16;Não
EMP_03992;Desenvolvedor Python;5057,47;2;0,0837;14,56;2014-11-09;;Não
EMP_03993;Analista Financeiro;2049,02;5;0,07400000000000001;13,65;2016-12-28;;Não
EMP_03994;Desenvolvedor Python;7502,2;4;0,0581;6,02;;;Não
EMP_03995;Analista de Dados;1869,83;3;0,0661;7,73;;;Não
EMP_03996;Consultor de BI;6056,92;4;0,1744;4,05;2025-01-24;2025-06-24;Não
EMP_03997;Gerente de RH;1844,38;4;0,1186;7,22;;;Não
EMP_03998;Coordenador de TI;5359,4;2;0,1052;8,95;2022-08-20;;Não
